club_name,event_attending,event_date,event_day
Sisyphos,29,2018-05-14,Mon
[ipsə],28,2018-05-14,Mon
Minimal Bar,28,2018-05-14,Mon
KitKatClub,25,2018-05-14,Mon
Club der Visionaere,20,2018-05-14,Mon
Crack Bellmer,18,2018-05-14,Mon
Festsaal Kreuzberg,18,2018-05-14,Mon
Greenhouse Berlin,13,2018-05-14,Mon
Süss War Gestern,13,2018-05-14,Mon
Tresor,9,2018-05-14,Mon
Promenaden Eck,5,2018-05-14,Mon
KitKatClub,4,2018-05-14,Mon
Suicide Circus,66,2018-05-22,Tue
[ipsə],42,2018-05-22,Tue
Mein Haus Am See,39,2018-05-22,Tue
Minimal Bar,36,2018-05-22,Tue
Süss War Gestern,28,2018-05-22,Tue
Halle,19,2018-05-22,Tue
Crack Bellmer,12,2018-05-22,Tue
Humboldthain Club,12,2018-05-22,Tue
Promenaden Eck,8,2018-05-22,Tue
Club der Visionaere,6,2018-05-22,Tue
Gretchen,5,2018-05-22,Tue
Marie Antoinette,1,2018-05-22,Tue
,1,2018-05-22,Tue
Cassiopeia,1,2018-05-22,Tue
Griessmuehle,1,2018-05-22,Tue
Sage Beach Berlin,187,2018-05-21,Mon
Griessmuehle,128,2018-05-21,Mon
Griessmuehle,92,2018-05-21,Mon
Kater Blau,46,2018-05-21,Mon
Crack Bellmer,42,2018-05-21,Mon
[ipsə],38,2018-05-21,Mon
KitKatClub,38,2018-05-21,Mon
Minimal Bar,25,2018-05-21,Mon
Club der Visionaere,24,2018-05-21,Mon
Birgit,24,2018-05-21,Mon
Halle,19,2018-05-21,Mon
Void Club,19,2018-05-21,Mon
://about blank,18,2018-05-21,Mon
Tresor,13,2018-05-21,Mon
Süss War Gestern,12,2018-05-21,Mon
Stereo 33,10,2018-05-21,Mon
Sisyphos,6,2018-05-21,Mon
Promenaden Eck,5,2018-05-21,Mon
So36,2,2018-05-21,Mon
Cassiopeia,1,2018-05-21,Mon
Cassiopeia,1,2018-05-21,Mon
arkaoda Berlin,1,2018-05-21,Mon
,1,2018-05-21,Mon
://about blank,60,2018-05-24,Thu
Chalet,43,2018-05-24,Thu
Crack Bellmer,33,2018-05-24,Thu
Minimal Bar,26,2018-05-24,Thu
Watergate,26,2018-05-24,Thu
Zu Mir Oder Zu Dir,25,2018-05-24,Thu
Void Club,23,2018-05-24,Thu
Golden Gate,19,2018-05-24,Thu
arkaoda Berlin,16,2018-05-24,Thu
Berghain | Panorama Bar | Säule,15,2018-05-24,Thu
Süss War Gestern,15,2018-05-24,Thu
Club der Visionaere,13,2018-05-24,Thu
Kulturraum Zwingli Kirche e.V.,10,2018-05-24,Thu
AVA Club,8,2018-05-24,Thu
Paloma,8,2018-05-24,Thu
Promenaden Eck,6,2018-05-24,Thu
Kaffee Burger,6,2018-05-24,Thu
Liquid Sky Berlin - #LSB02,5,2018-05-24,Thu
Farbfernseher,5,2018-05-24,Thu
So36,5,2018-05-24,Thu
Repeat,3,2018-05-24,Thu
Badehaus Berlin,1,2018-05-24,Thu
Solar,1,2018-05-24,Thu
Monarch,1,2018-05-24,Thu
Sankt Studio,1,2018-05-24,Thu
Zur Klappe,1,2018-05-24,Thu
AVA Club,42,2018-05-23,Wed
Suicide Circus,30,2018-05-23,Wed
Minimal Bar,30,2018-05-23,Wed
Berghain | Panorama Bar | Säule,29,2018-05-23,Wed
Süss War Gestern,26,2018-05-23,Wed
Watergate,21,2018-05-23,Wed
Farbfernseher,20,2018-05-23,Wed
Tresor,17,2018-05-23,Wed
Club der Visionaere,17,2018-05-23,Wed
Promenaden Eck,7,2018-05-23,Wed
Crack Bellmer,7,2018-05-23,Wed
Paloma,6,2018-05-23,Wed
Musikbrauerei,4,2018-05-23,Wed
Kaffee Burger,4,2018-05-23,Wed
KitKatClub,4,2018-05-23,Wed
Wildenbruch Bar,2,2018-05-23,Wed
Cassiopeia,1,2018-05-23,Wed
Cassiopeia,1,2018-05-23,Wed
Solar,1,2018-05-23,Wed
Greifs 208,1,2018-05-23,Wed
Spektrum,1,2018-05-23,Wed
Repeat,1,2018-05-23,Wed
Birgit,332,2018-05-26,Sat
Suicide Circus,211,2018-05-26,Sat
Griessmuehle,194,2018-05-26,Sat
Griessmuehle,138,2018-05-26,Sat
Berghain | Panorama Bar | Säule,117,2018-05-26,Sat
Burg Schnabel,102,2018-05-26,Sat
Chalet,91,2018-05-26,Sat
[ipsə],86,2018-05-26,Sat
://about blank,63,2018-05-26,Sat
Modular+,58,2018-05-26,Sat
Hoppetosse,57,2018-05-26,Sat
://about blank,43,2018-05-26,Sat
Crack Bellmer,42,2018-05-26,Sat
Salon Zur Wilden Renate,42,2018-05-26,Sat
Ritter Butzke,41,2018-05-26,Sat
Tresor,35,2018-05-26,Sat
Void Club,27,2018-05-26,Sat
Minimal Bar,22,2018-05-26,Sat
Hoppetosse,22,2018-05-26,Sat
Kater Blau,21,2018-05-26,Sat
,20,2018-05-26,Sat
Liquid Sky Berlin - #LSB02,19,2018-05-26,Sat
Loftus Hall,14,2018-05-26,Sat
Gretchen,13,2018-05-26,Sat
Watergate,13,2018-05-26,Sat
OHM,13,2018-05-26,Sat
Bohnengold,10,2018-05-26,Sat
Club der Visionaere,9,2018-05-26,Sat
Mein Haus Am See,8,2018-05-26,Sat
Paloma,7,2018-05-26,Sat
Mein Haus Am See,7,2018-05-26,Sat
Promenaden Eck,7,2018-05-26,Sat
Paloma,6,2018-05-26,Sat
Farbfernseher,5,2018-05-26,Sat
,5,2018-05-26,Sat
Schwuz,5,2018-05-26,Sat
Ausland,4,2018-05-26,Sat
Polygon Club,4,2018-05-26,Sat
Urban Spree,3,2018-05-26,Sat
Sound Kitchen Emma Pea,3,2018-05-26,Sat
Kultstätte Keller,3,2018-05-26,Sat
Golden Gate,2,2018-05-26,Sat
BLO-Ateliers,2,2018-05-26,Sat
Mensch Meier,2,2018-05-26,Sat
Süss War Gestern,2,2018-05-26,Sat
Insomnia,2,2018-05-26,Sat
Hier Am Containerbahnhof 1 (Ganz Hinten),2,2018-05-26,Sat
Rosi's,2,2018-05-26,Sat
Madame Claude,1,2018-05-26,Sat
Soda Club,1,2018-05-26,Sat
CoBa Bar,1,2018-05-26,Sat
Hangar 49,1,2018-05-26,Sat
Solar,1,2018-05-26,Sat
Windobona Indoor Skydiving Berlin,1,2018-05-26,Sat
Monarch,1,2018-05-26,Sat
Cassiopeia,1,2018-05-26,Sat
Cassiopeia,1,2018-05-26,Sat
West Germany,1,2018-05-26,Sat
Darwin's Lab im Bikini Berlin,1,2018-05-26,Sat
Ku'damm Karree,1,2018-05-26,Sat
Kaffee Burger,1,2018-05-26,Sat
Musik & Frieden,1,2018-05-26,Sat
Musik & Frieden,1,2018-05-26,Sat
Zur Klappe,1,2018-05-26,Sat
,1,2018-05-26,Sat
Beate Uwe,1,2018-05-26,Sat
Sisyphos,1,2018-05-26,Sat
Else,401,2018-04-29,Sun
://about blank,359,2018-04-29,Sun
Berghain | Panorama Bar | Säule,209,2018-04-29,Sun
[ipsə],179,2018-04-29,Sun
Griessmuehle,96,2018-04-29,Sun
Radialsystem,45,2018-04-29,Sun
://about blank,43,2018-04-29,Sun
://about blank,39,2018-04-29,Sun
AVA Club,32,2018-04-29,Sun
Kater Blau,28,2018-04-29,Sun
Suicide Circus,26,2018-04-29,Sun
Polygon Club,21,2018-04-29,Sun
Minimal Bar,21,2018-04-29,Sun
Promenaden Eck,13,2018-04-29,Sun
Golden Gate,11,2018-04-29,Sun
Zuckerzauber,10,2018-04-29,Sun
Club der Visionaere,10,2018-04-29,Sun
Gretchen,10,2018-04-29,Sun
Gretchen,10,2018-04-29,Sun
Mein Haus Am See,7,2018-04-29,Sun
KitKatClub,5,2018-04-29,Sun
Crack Bellmer,5,2018-04-29,Sun
Beate Uwe,4,2018-04-29,Sun
Cassiopeia,2,2018-04-29,Sun
Cassiopeia,1,2018-04-29,Sun
Solar,1,2018-04-29,Sun
Ficken 3000,1,2018-04-29,Sun
OHM,1,2018-04-29,Sun
GMF,1,2018-04-29,Sun
Tresor,156,2018-05-25,Fri
Ritter Butzke,146,2018-05-25,Fri
Griessmuehle,138,2018-05-25,Fri
[ipsə],96,2018-05-25,Fri
Berghain | Panorama Bar | Säule,95,2018-05-25,Fri
Birgit,76,2018-05-25,Fri
Arena Club,75,2018-05-25,Fri
Anita Berber,65,2018-05-25,Fri
Hoppetosse,57,2018-05-25,Fri
://about blank,56,2018-05-25,Fri
Chalet,51,2018-05-25,Fri
Watergate,46,2018-05-25,Fri
Salon Zur Wilden Renate,40,2018-05-25,Fri
Spartacus Potsdam,37,2018-05-25,Fri
Minimal Bar,29,2018-05-25,Fri
Crack Bellmer,27,2018-05-25,Fri
Klunkerkranich,26,2018-05-25,Fri
Void Club,23,2018-05-25,Fri
OHM,22,2018-05-25,Fri
Liquid Sky Berlin - #LSB02,22,2018-05-25,Fri
Kater Blau,22,2018-05-25,Fri
Humboldthain Club,21,2018-05-25,Fri
AVA Club,16,2018-05-25,Fri
Loophole,12,2018-05-25,Fri
Farbfernseher,11,2018-05-25,Fri
Mensch Meier,11,2018-05-25,Fri
Suicide Circus,10,2018-05-25,Fri
Paloma,8,2018-05-25,Fri
Golden Gate,7,2018-05-25,Fri
Club der Visionaere,7,2018-05-25,Fri
Paloma,6,2018-05-25,Fri
Yaam Berlin,5,2018-05-25,Fri
Festsaal Kreuzberg,5,2018-05-25,Fri
Promenaden Eck,5,2018-05-25,Fri
Repeat,5,2018-05-25,Fri
Süss War Gestern,4,2018-05-25,Fri
Cosmic Kaspar,3,2018-05-25,Fri
arkaoda Berlin,3,2018-05-25,Fri
Bohnengold,2,2018-05-25,Fri
Loftus Hall,2,2018-05-25,Fri
Wildenbruch Bar,2,2018-05-25,Fri
Warschau,1,2018-05-25,Fri
Zur Klappe,1,2018-05-25,Fri
Tschechisches Zentrum,1,2018-05-25,Fri
Insomnia,1,2018-05-25,Fri
Soda Club,1,2018-05-25,Fri
Cake,1,2018-05-25,Fri
Cassiopeia,1,2018-05-25,Fri
Solar,1,2018-05-25,Fri
BLO-Ateliers,1,2018-05-25,Fri
Musik & Frieden,1,2018-05-25,Fri
Cassiopeia,1,2018-05-25,Fri
Sofitel Kurfürstendamm,1,2018-05-25,Fri
Polygon Club,159,2018-05-25,Fri
,53,2018-05-25,Fri
Suicide Circus,72,2018-05-29,Tue
[ipsə],51,2018-05-29,Tue
Minimal Bar,47,2018-05-29,Tue
Mein Haus Am See,28,2018-05-29,Tue
Süss War Gestern,25,2018-05-29,Tue
Humboldthain Club,22,2018-05-29,Tue
Promenaden Eck,11,2018-05-29,Tue
Crack Bellmer,11,2018-05-29,Tue
Club der Visionaere,10,2018-05-29,Tue
Cassiopeia,5,2018-05-29,Tue
Griessmuehle,1,2018-05-29,Tue
AVA Club,39,2018-05-30,Wed
Tresor,34,2018-05-30,Wed
HAU Hebbel am Ufer,22,2018-05-30,Wed
HAU Hebbel am Ufer,22,2018-05-30,Wed
Suicide Circus,17,2018-05-30,Wed
Crack Bellmer,13,2018-05-30,Wed
Farbfernseher,11,2018-05-30,Wed
Repeat,11,2018-05-30,Wed
HAU Hebbel am Ufer,10,2018-05-30,Wed
Mein Haus Am See,9,2018-05-30,Wed
Watergate,9,2018-05-30,Wed
HAU Hebbel am Ufer,7,2018-05-30,Wed
Club der Visionaere,6,2018-05-30,Wed
KitKatClub,6,2018-05-30,Wed
Promenaden Eck,5,2018-05-30,Wed
House of Weekend,3,2018-05-30,Wed
Cassiopeia,3,2018-05-30,Wed
Cassiopeia,3,2018-05-30,Wed
OHM,3,2018-05-30,Wed
Panke,3,2018-05-30,Wed
Solar,2,2018-05-30,Wed
Musik & Frieden,2,2018-05-30,Wed
arkaoda Berlin,1,2018-05-30,Wed
Süss War Gestern,34,2018-05-30,Wed
Minimal Bar,26,2018-05-30,Wed
Suicide Circus,65,2018-05-08,Tue
[ipsə],41,2018-05-08,Tue
Mein Haus Am See,40,2018-05-08,Tue
Crack Bellmer,33,2018-05-08,Tue
Minimal Bar,27,2018-05-08,Tue
Süss War Gestern,16,2018-05-08,Tue
Club der Visionaere,8,2018-05-08,Tue
Promenaden Eck,5,2018-05-08,Tue
Humboldthain Club,3,2018-05-08,Tue
Ficken 3000,1,2018-05-08,Tue
Cassiopeia,1,2018-05-08,Tue
Cassiopeia,1,2018-05-08,Tue
Astra Kulturhaus,548,2018-06-01,Fri
,233,2018-06-01,Fri
Ritter Butzke,194,2018-06-01,Fri
Birgit,117,2018-06-01,Fri
://about blank,99,2018-06-01,Fri
Loftus Hall,90,2018-06-01,Fri
Chalet,87,2018-06-01,Fri
[ipsə],64,2018-06-01,Fri
Beate Uwe,63,2018-06-01,Fri
OHM,56,2018-06-01,Fri
Griessmuehle,56,2018-06-01,Fri
Tresor,50,2018-06-01,Fri
Berghain | Panorama Bar | Säule,47,2018-06-01,Fri
Burg Schnabel,45,2018-06-01,Fri
Sisyphos,36,2018-06-01,Fri
Salon Zur Wilden Renate,35,2018-06-01,Fri
,34,2018-06-01,Fri
Humboldthain Club,32,2018-06-01,Fri
Arena Club,29,2018-06-01,Fri
Untertage Berlin,26,2018-06-01,Fri
Kater Blau,26,2018-06-01,Fri
Watergate,25,2018-06-01,Fri
HAU Hebbel am Ufer,22,2018-06-01,Fri
Void Club,19,2018-06-01,Fri
Polygon Club,19,2018-06-01,Fri
HAU Hebbel am Ufer,16,2018-06-01,Fri
Mensch Meier,16,2018-06-01,Fri
Paloma,15,2018-06-01,Fri
Birgit,15,2018-06-01,Fri
